customer_id,account_id,customer_name,account_type,country,city,account_open_date,current_balance,kyc_status,customer_risk_category,mobile_number,email
CUST_1179,ACC_5179,William Payne,Savings,UAE,Pune,2021-09-08,972694.8,Pending,HIGH,001-382-261-9174x64611,geraldlopez@example.net
CUST_1180,ACC_5180,Jesse Chan,Current,United States,Patna,12-02-2021,2372338.4,Incomplete,LOW,339.675.6472x258,jonathan07@example.org
CUST_1181,ACC_5181,Kristen Rice,Savings,India,Bengaluru,06/11/2024,2237867.44,,HIGH,293-972-5747,smithtimothy@example.org
CUST_1182,ACC_5182,Caitlin Sanchez,Savings,Singapore,Bengaluru,17/10/2020,1377529.26,Verified,MEDIUM,519-833-2149,bryanmadden@example.com
CUST_1183,ACC_5183,Michelle Michael,Current,United Kingdom,Mumbai,2023-10-08,3020925.8,,HIGH,218.386.2735,johncobb@example.com
CUST_1184,ACC_5184,James Arnold,NRI,UAE,Mumbai,03-28-2023,4930307.05,Verified,LOW,001-660-851-7648x895,ferrellapril@example.com
CUST_1185,ACC_5185,Micheal Thompson,Salary,Germany,Hyderabad,01/05/2022,4011580.67,Pending,LOW,546-813-5049x3589,bryantjacob@example.com
CUST_1186,ACC_5186,Mitchell Pope,Corporate,India,,2023-06-25,1042977.55,Incomplete,MEDIUM,(841)675-6217x391,travisbeck@example.com
CUST_1187,ACC_5187,Brooke Brown,Current,India,Hyderabad,2023-03-16,545235.41,Pending,LOW,(619)756-5455,amberdaniels@example.net
CUST_1188,ACC_5188,Miss Megan Morris,Current,Germany,Patna,2025-02-04,3046481.8,Pending,MEDIUM,001-482-499-3891x144,erin62@example.org
CUST_1189,ACC_5189,Rebecca Gonzalez,Current,UAE,Delhi,03/11/2024,2162603.02,Incomplete,LOW,(856)248-9294x93811,williamscory@example.com
CUST_1190,ACC_5190,Jacqueline Garcia,Salary,UAE,Bengaluru,05/10/2024,2232481.83,Verified,HIGH,719-977-0291,john71@example.net
CUST_1191,ACC_5191,Adam Bailey,Savings,Singapore,Delhi,20/10/2020,28607.3,Pending,LOW,+1-563-864-9735,scottstephanie@example.net
CUST_1192,ACC_5192,Michelle Sandoval,NRI,United States,Delhi,07-16-2020,3111003.62,Expired,HIGH,001-868-280-6924x2679,brenda82@example.com
CUST_1193,ACC_5193,Pam Jones,Current,Germany,Mumbai,16/08/2020,2362075.1,Verified,MEDIUM,7055294255,garcialori@example.org
CUST_1194,ACC_5194,Kimberly Barnes,NRI,UAE,Delhi,07-02-2023,4094842.21,Expired,MEDIUM,539-811-0489,jeremybell@example.com
CUST_1195,ACC_5195,Joseph Forbes,Current,Germany,Chennai,2025-08-14,4682999.89,Incomplete,LOW,(963)568-2991,michael61@example.net
CUST_1196,ACC_5196,Nicole Burke,NRI,United States,Chennai,12-09-2021,704168.13,Verified,LOW,673-431-0331x24417,cameronzimmerman@example.com
CUST_1197,ACC_5197,Mary Singleton,Current,United Kingdom,Kolkata,02-28-2022,3969213.27,,HIGH,6575175547,granthector@example.com
CUST_1198,ACC_5198,Jeremy Johnson,Savings,UAE,Delhi,2025-02-19,4793119.49,Incomplete,MEDIUM,001-612-580-7018,kbrock@example.com
CUST_1199,ACC_5199,Timothy Pierce,NRI,United Kingdom,Delhi,19/09/2025,4646205.04,Pending,MEDIUM,001-218-363-1466x2880,perrychristina@example.com
CUST_1200,ACC_5200,William Rice,Salary,Singapore,Patna,06/11/2019,1664466.51,Expired,MEDIUM,+1-835-558-4957x91755,ryanhaynes@example.com
CUST_1201,ACC_5201,John Peters,Current,U.S.A,Chennai,07/02/2024,4077876.42,Incomplete,HIGH,917-650-9542x64232,matthewdawson@example.com
CUST_1202,ACC_5202,Brad Wall,Salary,United States,Mumbai,08-26-2019,1015108.37,Expired,MEDIUM,001-865-883-3152,clayton61@example.net
CUST_1203,ACC_5203,Matthew Arias,Salary,United Kingdom,Chennai,24/07/2019,3606084.91,Incomplete,HIGH,001-716-880-0161x44414,mark95@example.com
CUST_1204,ACC_5204,Blake Young,Salary,United States,Delhi,08-05-2025,1768552.89,Verified,HIGH,7802269492,bsampson@example.com
CUST_1205,ACC_5205,Angela Holt MD,Savings,Singapore,Kolkata,2024-11-09,3747040.97,Verified,MEDIUM,(944)437-8443,thomas93@example.com
CUST_1206,ACC_5206,Jennifer Hess,Savings,Germany,Pune,28/10/2022,1129736.29,Pending,HIGH,+1-691-660-6789x9148,tracy90@example.net
CUST_1207,ACC_5207,Christopher Johnson,Salary,UAE,Pune,12-18-2020,4276604.18,Verified,LOW,001-688-447-3324,michelle13@example.com
CUST_1208,ACC_5208,Ronald Villarreal,Corporate,India,Patna,11-02-2023,2822626.28,Expired,MEDIUM,794.826.0872,rhondapowell@example.net
CUST_1209,ACC_5209,Whitney Jones,Savings,Singapore,Pune,03/05/2025,2284718.76,Incomplete,HIGH,632.996.3401,fwalker@example.org
CUST_1210,ACC_5210,Alex Cox,Salary,Singapore,Delhi,2023-07-03,2173473.5,Pending,HIGH,+1-405-234-1196x24980,curtisdawn@example.com
CUST_1211,ACC_5211,Samantha Lawrence,Corporate,United Kingdom,Hyderabad,23/10/2021,4767354.64,Verified,MEDIUM,262.343.0964x08334,usutton@example.net
CUST_1212,ACC_5212,Tina Garcia,NRI,India,Pune,28/09/2024,1979651.68,Pending,MEDIUM,001-963-494-7017x12096,sotomark@example.org
CUST_1213,ACC_5213,Sarah Price,Savings,Germany,Delhi,2020-08-29,3352665.79,Incomplete,MEDIUM,+1-937-582-5601x25948,michael51@example.com
CUST_1214,ACC_5214,Jonathan Thompson,Salary,UAE,Hyderabad,05-06-2021,2450275.65,Incomplete,MEDIUM,621-781-4100,matthewespinoza@example.net
CUST_1215,ACC_5215,Ashley Wilkins,Current,Germany,Hyderabad,2022-02-26,932999.05,Verified,MEDIUM,+1-392-498-1139,kfernandez@example.net
CUST_1216,ACC_5216,Sheila Torres,Corporate,India,Delhi,23/01/2022,171288.38,Verified,HIGH,924.750.6817x724,danielsanna@example.net
CUST_1217,ACC_5217,Cheryl Kirk,Salary,Germany,,10/05/2025,1924861.71,Incomplete,MEDIUM,+1-608-351-6842,oleon@example.org
CUST_1218,ACC_5218,Derrick Houston,Savings,Germany,Mumbai,03-13-2025,4722183.29,Verified,MEDIUM,6396098500,cindymcmahon@example.org
CUST_1219,ACC_5219,Dr. Donna Ramirez,Current,Singapore,Bengaluru,06-20-2024,1570633.63,Pending,HIGH,8236799112,carrie61@example.org
CUST_1220,ACC_5220,Monica Smith,Savings,United Kingdom,Chennai,02-25-2023,4257676.39,Incomplete,MEDIUM,537-276-8823,arthuradams@example.com
CUST_1221,ACC_5221,Robert Hernandez,Savings,UAE,Bengaluru,02-17-2023,4686344.49,Verified,LOW,763.613.5278x6693,michelle18@example.org
CUST_1222,ACC_5222,Kenneth Miller,Savings,Singapore,Delhi,23/06/2024,3532609.05,Expired,MEDIUM,791.333.1387,mark95@example.net
CUST_1223,ACC_5223,Brett Hayden,Corporate,Germany,Pune,28/02/2025,3310805.19,Verified,HIGH,6225954483,ashley26@example.org
CUST_1224,ACC_5224,Wendy Mcdonald,Salary,Germany,Mumbai,2024-05-01,4688301.71,Pending,MEDIUM,+1-338-245-2259x280,thomas71@example.net
CUST_1225,ACC_5225,Mary Duncan,Savings,United States,Mumbai,08-23-2023,4102557.35,,MEDIUM,001-435-333-7542,guzmanlauren@example.org
CUST_1226,ACC_5226,Kelly Holt,Savings,India,Delhi,02-24-2022,1347875.41,Verified,MEDIUM,001-972-341-8368x396,odiaz@example.com
CUST_1227,ACC_5227,Amy Rivera,Corporate,United Kingdom,Patna,2020-11-25,1239029.69,Verified,HIGH,922.276.0084,haileylopez@example.org
CUST_1228,ACC_5228,Allison Warren,NRI,United States,Hyderabad,2025-11-25,1878044.39,Expired,HIGH,7878230102,ryanbyrd@example.com
CUST_1229,ACC_5229,Eric Torres,Current,UAE,Kolkata,26/12/2019,2769229.07,Incomplete,HIGH,(350)585-7953x55743,carolyn98@example.net
CUST_1230,ACC_5230,Justin Jones,Salary,United States,Patna,2020-12-15,1102039.39,Verified,HIGH,819.584.4326x84892,coffeywilliam@example.org
CUST_1231,ACC_5231,Amanda Maxwell,Corporate,Germany,Delhi,29/04/2021,4183249.47,Pending,LOW,+1-209-603-5766x9582,farmershirley@example.com
CUST_1232,ACC_5232,Allen Bishop II,Corporate,India,Delhi,24/01/2025,105317.85,Expired,LOW,001-426-955-1045,robinsonbrenda@example.com
CUST_1233,ACC_5233,Cindy Wilson,NRI,UAE,Bengaluru,19/04/2021,341170.3,Pending,MEDIUM,+1-330-978-2263x5532,simssusan@example.org
CUST_1234,ACC_5234,Laura Travis,Salary,India,Bengaluru,21/12/2023,4851950.21,Incomplete,LOW,6216260257,williamskathy@example.net
CUST_1235,ACC_5235,Natasha Mack,Salary,UAE,Chennai,28/07/2024,1040358.82,Pending,MEDIUM,+1-431-838-9582x111,fordcheryl@example.net
CUST_1236,ACC_5236,Christine Kim,Current,U.S.A,Hyderabad,06/09/2025,535077.09,Verified,LOW,+1-496-857-7251x078,richard09@example.com
CUST_1237,ACC_5237,Ashley Chambers,NRI,United Kingdom,Pune,2021-12-11,4743976.29,Verified,HIGH,(657)587-8271x30591,margaret29@example.org
CUST_1238,ACC_5238,Melissa Glass,Current,Singapore,Bengaluru,07-27-2019,2940510.68,Verified,HIGH,930-827-7029x006,jacob17@example.com
CUST_1239,ACC_5239,Dr. Clayton Fields,Salary,UAE,Kolkata,06-15-2023,194282.13,Pending,MEDIUM,531.643.4190x7296,lovestephen@example.org
CUST_1240,ACC_5240,Megan Herrera,Current,India,Delhi,2021-03-07,4077463.14,Expired,MEDIUM,764.496.9919,markwelch@example.net
CUST_1241,ACC_5241,Dr. Amber Jimenez,Corporate,India,Mumbai,02-11-2025,2525434.41,Expired,HIGH,001-838-446-7261x36008,jonathan70@example.com
CUST_1242,ACC_5242,Lori Fletcher,Salary,Singapore,Kolkata,22/12/2023,4522496.64,Verified,HIGH,+1-881-915-0767x420,michael26@example.com
CUST_1243,ACC_5243,Tonya Thomas,Savings,United States,Delhi,30/05/2023,622872.11,Pending,MEDIUM,440-846-6813x173,krystal60@example.org
CUST_1244,ACC_5244,Thomas Bennett,Corporate,Germany,Mumbai,12-11-2021,3654454.87,Incomplete,HIGH,704-879-4339,huntpeter@example.com
CUST_1245,ACC_5245,David Allen,Salary,Germany,,04-05-2021,559891.17,Expired,LOW,+1-361-881-8541x2827,mross@example.net
CUST_1246,ACC_5246,Courtney James,Corporate,United Kingdom,Kolkata,01-10-2026,665071.32,Pending,MEDIUM,(286)395-0616x10196,chad45@example.org
CUST_1247,ACC_5247,Seth Bright,Savings,United States,Pune,23/10/2021,4705603.88,Incomplete,HIGH,001-769-747-7440x800,barbara40@example.org
CUST_1248,ACC_5248,Tiffany Obrien,Savings,United States,Mumbai,10-03-2021,2226013.97,Incomplete,HIGH,001-588-826-0659,cherman@example.net
CUST_1249,ACC_5249,Amber Johnson,Savings,United Kingdom,Patna,02-13-2020,577496.2,Verified,LOW,001-559-249-4090x9183,baileybrianna@example.net
CUST_1250,ACC_5250,Mitchell Allen,Current,Germany,Chennai,2025-09-30,509664.68,Pending,MEDIUM,+1-355-735-2101x7891,blairgarrett@example.net
CUST_1251,ACC_5251,Jillian Owens DDS,Current,Singapore,Mumbai,01-21-2022,3920502.6,Verified,MEDIUM,001-443-243-5181,jenkinsgregory@example.com
CUST_1252,ACC_5252,Madison Benson,Corporate,Germany,Delhi,16/08/2025,2858896.61,Pending,MEDIUM,(852)643-1366,clarklinda@example.net
CUST_1253,ACC_5253,Larry Smith,Current,United States,Kolkata,11-21-2022,2129898.08,Incomplete,HIGH,956-530-5163x213,natalielee@example.com
CUST_1254,ACC_5254,Benjamin Rodriguez,Corporate,United Kingdom,Bengaluru,30/03/2025,2132473.65,Verified,LOW,329-493-6716,johnsonwilliam@example.net
CUST_1255,ACC_5255,Gregory Miles,Current,UAE,Bengaluru,2023-06-17,340492.73,Expired,LOW,(391)434-8951,seanconway@example.org
CUST_1256,ACC_5256,Devin Austin,NRI,Germany,Pune,02-05-2025,33429.79,Incomplete,LOW,4293894603,plewis@example.com
CUST_1257,ACC_5257,Betty Thornton,NRI,UAE,Chennai,05/01/2024,14214.43,Verified,MEDIUM,297-998-2987,edwardcharles@example.net
CUST_1258,ACC_5258,Derek Brown,NRI,Singapore,Mumbai,18/05/2022,3976025.78,Expired,LOW,(308)935-9826,justin29@example.net
CUST_1259,ACC_5259,Cynthia Oconnell,Corporate,United States,Hyderabad,2026-02-11,1836763.96,Incomplete,HIGH,001-800-784-7254x884,dstanley@example.com
CUST_1260,ACC_5260,Tammy Ellis,Current,United States,Bengaluru,19/01/2024,4349937.55,Incomplete,LOW,+1-475-987-9480x187,urandall@example.com
CUST_1261,ACC_5261,Daniel Chen,NRI,Germany,Hyderabad,2022-12-29,4875620.46,Pending,LOW,+1-937-446-1674x45919,xduffy@example.org
CUST_1262,ACC_5262,Jose Wright,NRI,India,Patna,07-31-2025,2871108.37,Incomplete,LOW,(351)390-4827x440,tthompson@example.org
CUST_1263,ACC_5263,William Becker,Current,Singapore,Pune,2022-09-08,2439680.77,Incomplete,LOW,344.957.7718x39395,jasmineadkins@example.net
CUST_1264,ACC_5264,Kayla Cox,Current,United States,,2025-11-14,3898606.53,Verified,LOW,925-717-4863x5497,benjaminsherman@example.org
CUST_1265,ACC_5265,Carl Burnett,Salary,United Kingdom,Bengaluru,10/08/2023,3570698.45,Expired,LOW,796-275-3536,hicksjessica@example.org
CUST_1266,ACC_5266,Kelly Massey,Salary,United States,Hyderabad,08-28-2024,1955323.18,Verified,HIGH,(425)825-6552x93697,joshua23@example.net
CUST_1267,ACC_5267,Christopher Bean,Salary,India,Chennai,2023-02-06,1912377.73,Pending,LOW,4456994342,alexis14@example.org
CUST_1268,ACC_5268,Samantha Jordan,Salary,United States,Chennai,16/06/2024,702738.28,Verified,MEDIUM,421-396-2045x8543,martinrobert@example.com
CUST_1269,ACC_5269,Luis Scott,NRI,India,Pune,11-03-2024,2748661.11,Expired,HIGH,+1-329-903-7113x2101,wilsonlori@example.net
CUST_1270,ACC_5270,Steven Lee,Current,Germany,Mumbai,11/12/2019,2836590.35,Verified,HIGH,(217)229-6672x0420,ejones@example.net
CUST_1271,ACC_5271,Colton Martin,Salary,United Kingdom,Kolkata,2019-08-04,4244760.64,Incomplete,MEDIUM,706.375.2108,prosario@example.org
CUST_1272,ACC_5272,Mary Wright,NRI,United Kingdom,Chennai,02-24-2023,3838543.53,Expired,LOW,(591)533-5886x02774,wilsonjonathan@example.org
CUST_1273,ACC_5273,Lisa Jones,Savings,United Kingdom,,03-30-2023,1302606.45,Expired,LOW,001-428-359-7430x459,imartin@example.net
CUST_1274,ACC_5274,Pamela Mclaughlin,Savings,India,Patna,2025-02-13,3484738.93,Pending,LOW,876-574-2682x94098,jordanronald@example.org
CUST_1275,ACC_5275,Kristin Haley,Salary,United Kingdom,Delhi,02/12/2023,2562930.35,Incomplete,LOW,408.230.7708x418,shannondaniels@example.net
CUST_1276,ACC_5276,Phillip Hubbard,Savings,UAE,Hyderabad,22/12/2022,2541403.27,Incomplete,HIGH,683-552-6615,haneydenise@example.org
CUST_1277,ACC_5277,Jason Cross,Salary,UAE,Chennai,15/10/2024,1471309.89,Pending,LOW,668.231.6312,nichole88@example.net
CUST_1278,ACC_5278,Joseph Alexander,Corporate,India,Chennai,04-25-2026,424027.47,Verified,LOW,639.359.6922x57580,victoria54@example.net
CUST_1279,ACC_5279,Kyle Chang,Savings,United States,Delhi,04-16-2020,1051143.85,Pending,LOW,681-723-8375x1271,shannon83@example.net
CUST_1280,ACC_5280,Anthony Lowery,NRI,India,Mumbai,01-17-2020,1900037.61,Verified,LOW,2464384440,lewisjeffery@example.net
CUST_1281,ACC_5281,Kevin Thompson,Current,Singapore,,2020-10-08,2079965.48,Incomplete,LOW,236.667.6560,jennifer21@example.org
CUST_1282,ACC_5282,Brian Russell,Corporate,United Kingdom,Kolkata,05/10/2020,1095312.26,Expired,MEDIUM,702.764.5835x84152,crossoscar@example.com
CUST_1283,ACC_5283,Scott Fleming,Savings,India,Chennai,28/10/2019,628894.13,Incomplete,LOW,982.915.3426x9787,peckrobert@example.net
CUST_1284,ACC_5284,Stephanie Cherry,NRI,Germany,Mumbai,17/02/2020,1257643.48,Incomplete,HIGH,4819597716,alexisschroeder@example.net
CUST_1285,ACC_5285,Joshua Vasquez,Corporate,United States,Pune,2021-02-05,1052822.19,Incomplete,MEDIUM,424-911-8814,jonathanhill@example.org
CUST_1286,ACC_5286,Michael Brown,NRI,United States,Delhi,29/03/2023,1420301.67,Pending,HIGH,001-856-850-9857,walkerpatrick@example.net
CUST_1287,ACC_5287,Jesus Williams,Salary,Germany,Bengaluru,06/10/2022,2091855.68,Incomplete,HIGH,(753)551-9472x908,crystalwolf@example.org
CUST_1288,ACC_5288,Alan Snow,Salary,United Kingdom,Mumbai,15/01/2025,1190395.55,Verified,LOW,318.922.4097x056,sweeneyjessica@example.net
CUST_1289,ACC_5289,Anthony Hayes,Current,Singapore,Chennai,03-02-2020,513138.16,Verified,HIGH,+1-870-899-7396,kristin96@example.com
CUST_1290,ACC_5290,Lindsey Delgado,Salary,United Kingdom,,2021-08-18,1428724.5,Incomplete,HIGH,(862)846-4545,fkelly@example.net
CUST_1291,ACC_5291,Tara Baxter,Corporate,Germany,Delhi,05-08-2022,565749.98,Incomplete,MEDIUM,(960)793-8810,alexandertommy@example.com
CUST_1292,ACC_5292,Matthew Cook,Savings,India,Delhi,2024-07-13,3753307.38,Expired,LOW,240.937.2262x7988,gonzalezangela@example.org
CUST_1293,ACC_5293,Sarah Baird,Current,UAE,Pune,01/10/2025,3379276.95,Pending,HIGH,001-917-983-4514,chelsea04@example.net
CUST_1294,ACC_5294,Michael Allen,Savings,Singapore,Bengaluru,2020-01-06,4452082.74,Incomplete,HIGH,8373039452,bowmanclarence@example.com
CUST_1295,ACC_5295,Elizabeth Harmon MD,Salary,UAE,Kolkata,2022-05-21,3698172.02,Pending,MEDIUM,5798932989,briggsapril@example.org
CUST_1296,ACC_5296,Brandy White,Current,India,Delhi,03/08/2020,2157113.57,Expired,MEDIUM,+1-829-947-1666x827,dhale@example.org
CUST_1297,ACC_5297,Dorothy Rodriguez,Corporate,India,Pune,12/11/2020,1633151.9,Expired,LOW,709.436.6213x975,hollandandrew@example.org
CUST_1298,ACC_5298,Brianna Anderson,Current,UAE,Pune,04-08-2024,2117932.06,Incomplete,LOW,+1-367-334-8634x5211,amanda32@example.net
CUST_1299,ACC_5299,Miguel Serrano,Current,United Kingdom,Hyderabad,2020-10-21,2297165.56,Verified,MEDIUM,001-804-316-4573x315,robert59@example.com
CUST_1300,ACC_5300,Maria Anderson,NRI,United Kingdom,Pune,17/02/2024,3187215.07,Expired,LOW,3997556068,smartin@example.com
CUST_1301,ACC_5301,Michael Clark,NRI,UAE,Pune,28/05/2022,1630880.57,Expired,LOW,(905)328-5888x3243,jason73@example.org
CUST_1302,ACC_5302,Maureen Aguirre,NRI,United Kingdom,Pune,07-31-2023,1206648.35,Expired,MEDIUM,5882252407,christopherdodson@example.com
CUST_1303,ACC_5303,Dean Hale,Savings,India,Kolkata,02-25-2024,1875295.06,Incomplete,LOW,860-489-9792x5612,nathanielsampson@example.net
CUST_1304,ACC_5304,Jamie Henderson,NRI,Germany,Pune,2020-02-22,3708704.14,Verified,HIGH,(691)441-4695,christopher27@example.org
CUST_1305,ACC_5305,Dillon Clark,NRI,U.S.A,Patna,2022-11-19,35104.95,Expired,LOW,4152016727,chelsea80@example.org
CUST_1306,ACC_5306,Luke Kim,Salary,Singapore,Kolkata,10-02-2025,2017063.6,Expired,MEDIUM,(462)462-3980x497,brittany20@example.net
CUST_1307,ACC_5307,Mary Murray,Savings,United Kingdom,Bengaluru,12-16-2023,3587014.01,Incomplete,LOW,+1-594-602-2875x7322,greenashley@example.org
CUST_1308,ACC_5308,Julia Perry,NRI,United Kingdom,Pune,24/05/2025,2408823.16,Verified,LOW,001-325-595-5385x4055,tracy35@example.org
CUST_1309,ACC_5309,Jessica Fuller,Corporate,United Kingdom,Chennai,2020-12-06,2982621.53,Incomplete,HIGH,(439)522-5724x281,angela52@example.com
CUST_1310,ACC_5310,Ronald Mason,Current,India,Bengaluru,2022-06-16,297452.75,Verified,HIGH,+1-577-515-8763x48988,vsmith@example.net
CUST_1311,ACC_5311,Ryan Shepherd,NRI,Germany,Chennai,2023-08-22,3395559.68,Expired,HIGH,316-826-0864,rparker@example.net
CUST_1312,ACC_5312,Kelly Becker,Savings,UAE,Kolkata,21/02/2021,549464.09,Expired,MEDIUM,(532)623-5929x08751,akrueger@example.org
CUST_1313,ACC_5313,Michael Carter,Current,Germany,Chennai,03-10-2023,3869787.54,Expired,HIGH,(539)819-5948x678,zbrown@example.net
CUST_1314,ACC_5314,Duane Walters,Salary,Germany,Bengaluru,09-02-2020,4087243.64,Expired,LOW,001-522-958-3093x5878,nsullivan@example.com
CUST_1315,ACC_5315,Thomas Howard,Savings,Germany,Patna,09-03-2020,2340158.21,,MEDIUM,704.511.9773x023,jamie51@example.net
CUST_1316,ACC_5316,Nancy Berry,NRI,UAE,Chennai,04-28-2023,3443535.7,Verified,HIGH,556-852-7946x302,melissamorris@example.com
CUST_1317,ACC_5317,Angela Mendoza,Current,United Kingdom,Bengaluru,19/07/2023,1033974.14,Expired,LOW,530-734-9483x88749,williamstracy@example.net
CUST_1318,ACC_5318,Krystal Solomon,Salary,India,Hyderabad,08/06/2023,4258892.35,Expired,HIGH,478.978.9289,christina99@example.net
CUST_1319,ACC_5319,Jesus Pruitt,Corporate,United States,Pune,12/06/2021,1918479.58,Verified,LOW,001-560-582-1488,thomasmclaughlin@example.org
CUST_1320,ACC_5320,Mrs. Rebecca Lucas,NRI,United Kingdom,Bengaluru,07-22-2020,4746094.7,Verified,HIGH,001-477-615-8085x54248,jramos@example.org
CUST_1321,ACC_5321,Daniel Salazar,Corporate,Singapore,Mumbai,11-21-2022,295419.39,Verified,LOW,742-488-5726,margaret61@example.org
CUST_1322,ACC_5322,Brandi Howard,Current,UAE,Hyderabad,10/01/2021,2475769.9,Expired,HIGH,513-393-7213x91791,jasonmorris@example.org
CUST_1323,ACC_5323,William Mccarthy,Savings,UAE,Chennai,07-27-2024,2887271.4,Expired,HIGH,9035793806,carterthomas@example.net
CUST_1324,ACC_5324,Paige Hall,Savings,United Kingdom,Chennai,2020-02-26,3565128.45,Verified,MEDIUM,754-258-5329x58437,kristysingh@example.net
CUST_1325,ACC_5325,Jorge Watkins,Current,India,Patna,19/09/2024,2810057.66,Pending,LOW,001-277-476-8313x98892,penny40@example.com
CUST_1326,ACC_5326,Nicole Clark,Current,UAE,Hyderabad,2019-10-27,4764567.83,Incomplete,LOW,001-820-968-7382,peternicholson@example.net
CUST_1327,ACC_5327,Kelly Nguyen,Salary,United States,Patna,04-05-2025,879562.75,Expired,LOW,001-539-824-7601,clayjill@example.org
CUST_1328,ACC_5328,Destiny Carter,Corporate,UAE,Pune,26/02/2022,2222685.78,Expired,HIGH,(555)873-2125,alexis53@example.com
CUST_1329,ACC_5329,Scott Perez,NRI,India,Bengaluru,08/02/2021,3676970.77,Verified,HIGH,604-811-0889,ashley31@example.com
CUST_1330,ACC_5330,Allison Nelson,Current,United Kingdom,Pune,2020-01-14,2863943.44,Pending,MEDIUM,749.764.7855x6016,cherylfox@example.net
CUST_1331,ACC_5331,Linda Blackwell,Salary,UAE,Pune,26/06/2020,4581707.04,Pending,LOW,945.817.8614,cynthiakirby@example.net
CUST_1332,ACC_5332,Michelle Martin,Corporate,UAE,Patna,2023-10-21,4388789.19,Incomplete,LOW,248.856.5431x8432,laurenbrown@example.org
CUST_1333,ACC_5333,Donna Gregory,NRI,Singapore,Bengaluru,06-25-2025,1380815.34,Expired,MEDIUM,3865469130,perezkevin@example.net
CUST_1334,ACC_5334,Deborah Juarez,NRI,Germany,Bengaluru,03/07/2022,3060262.22,Pending,MEDIUM,+1-443-819-8698x5784,carrie62@example.net
CUST_1335,ACC_5335,Kevin Woods,Savings,United Kingdom,Kolkata,20/09/2021,3514015.12,Incomplete,HIGH,+1-921-586-2397x139,fcurtis@example.com
CUST_1336,ACC_5336,Melody Mckee,Corporate,India,Kolkata,15/04/2023,2389965.76,Incomplete,HIGH,001-419-677-9203x889,rodriguezchristopher@example.org
CUST_1337,ACC_5337,Robert Johnson,Current,India,Delhi,08/03/2026,6698.89,Verified,LOW,(629)973-9046x81567,xavierroberts@example.net
CUST_1338,ACC_5338,Danielle Anderson,NRI,United Kingdom,Bengaluru,11-30-2019,1696404.25,Expired,HIGH,(314)526-6141,everetttaylor@example.org
CUST_1339,ACC_5339,James Rhodes,NRI,United States,Chennai,11/04/2023,527517.04,Pending,MEDIUM,+1-785-450-4811x19428,richard46@example.org
CUST_1340,ACC_5340,Jacqueline Martinez,Salary,UAE,Delhi,22/09/2023,2867077.46,Expired,HIGH,001-251-721-8958,montgomerykevin@example.org
CUST_1341,ACC_5341,Heather Hall,Savings,United States,Pune,2025-08-13,4919592.39,Expired,HIGH,(235)272-4456x86146,shawnaperry@example.net
CUST_1342,ACC_5342,Tyler Russell,NRI,UAE,Bengaluru,2024-02-25,772350.84,Incomplete,MEDIUM,001-597-885-2002x534,smithwendy@example.org
CUST_1343,ACC_5343,George Allen,Corporate,United States,Patna,05/10/2021,1472335.81,Expired,MEDIUM,(564)855-1075,aaronsmith@example.net
CUST_1344,ACC_5344,Theresa Bradley,Current,India,,11-08-2024,779580.58,Incomplete,MEDIUM,(262)236-4949,bettypotts@example.net
CUST_1345,ACC_5345,Sarah Parrish,Corporate,United States,Delhi,02-14-2020,3543133.66,Expired,HIGH,001-964-460-6532x7731,xponce@example.com
CUST_1346,ACC_5346,Samantha Paul,Current,United States,Delhi,24/07/2021,2223726.35,Incomplete,LOW,001-502-732-9645x194,margaret90@example.net
CUST_1347,ACC_5347,Laura Johnson,Savings,U.S.A,Mumbai,02-07-2024,3821473.74,Expired,HIGH,769-771-8877x53696,knappjackie@example.org
CUST_1348,ACC_5348,Tyler Graham,Corporate,U.S.A,Mumbai,2024-10-29,379775.04,Expired,MEDIUM,846-711-0432,kirkrobert@example.com
CUST_1349,ACC_5349,Melissa Green,Savings,Germany,Hyderabad,20/08/2020,4401178.43,Incomplete,LOW,626.478.0423,molinajames@example.org
CUST_1350,ACC_5350,Melissa Lewis,Corporate,United States,Delhi,14/04/2021,465560.51,Pending,LOW,001-536-590-8055x8376,welchsteven@example.org
CUST_1351,ACC_5351,Theresa Thompson,Corporate,UAE,Pune,07-23-2020,2593192.51,Pending,MEDIUM,001-901-292-7986,shannon40@example.net
CUST_1352,ACC_5352,David Prince,Savings,Germany,Hyderabad,2021-01-27,1636611.86,Expired,HIGH,001-732-369-7499x465,eric29@example.org
CUST_1353,ACC_5353,Brandy Miller,Savings,UAE,Kolkata,2022-12-22,1591428.18,Pending,HIGH,239.752.1572,castillokrista@example.org
CUST_1354,ACC_5354,Catherine Lee,Salary,India,Bengaluru,2022-04-11,1259922.28,Verified,HIGH,942.573.6524x3278,howardmartinez@example.org
CUST_1355,ACC_5355,Thomas Kline,Current,India,Hyderabad,2025-12-25,906802.49,Verified,LOW,665-378-3163,montgomeryeric@example.org
CUST_1356,ACC_5356,Richard Reed,Current,United States,Bengaluru,2021-09-18,4504812.19,Verified,HIGH,(808)914-4989x22391,anthonymurray@example.org
CUST_1357,ACC_5357,Donna Yates,Savings,United States,Hyderabad,2026-03-16,3907791.34,Verified,MEDIUM,786.754.3100x3190,jacksonmark@example.org
CUST_1358,ACC_5358,Cheryl Meadows,Corporate,India,Hyderabad,11-03-2019,4642235.22,Incomplete,LOW,5155102585,bbernard@example.com
