customer_id,account_id,customer_name,account_type,country,city,account_open_date,current_balance,kyc_status,customer_risk_category,mobile_number,email,normalized_customer_id,normalized_country,kyc_reference_id,document_status,risk_flag,source_of_funds,aml_score,kyc_compliance_risk_score,total_swift_transfers,total_swift_amount,average_swift_amount,high_risk_country_transfers,total_crm_interactions,crm_risk_signal_count,total_audit_events,serious_audit_event_count,final_customer_risk_score,final_customer_risk_level,ai_risk_score,ai_risk_level,ai_risk_reasons,ml_anomaly_prediction,ml_anomaly_status,ml_anomaly_score,rule_based_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons
CUST_1076,ACC_5076,Mr. Ian Hunter,Salary,Singapore,Bengaluru,2026-04-18,1317950.16,Verified,LOW,+1-415-492-9543,kjohnson@example.org,CUST_1076,Singapore,KYC_7076,Expired,Politically Exposed Person,Investment,0.78,74.5,4.0,1952366.48,488091.62,4.0,3.0,2.0,0.0,0.0,100.0,HIGH,100.0,HIGH,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure,-1,ANOMALY,-0.1739,100.0,100.0,HIGH,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior
CUST_1077,ACC_5077,Sandra Douglas,Current,United Kingdom,Bengaluru,09-04-2021,1919925.44,Pending,LOW,001-408-373-5898,joshua61@example.net,CUST_1077,United Kingdom,KYC_7077,Expired,High Cash Activity,Cash Deposits,0.54,88.5,1.0,217721.8,217721.8,1.0,0.0,0.0,2.0,1.0,100.0,HIGH,63.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | Serious audit events found for this customer,1,NORMAL,0.0913,63.0,63.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | Serious audit events found for this customer
CUST_1078,ACC_5078,Mary Brown,NRI,UAE,Kolkata,11-04-2022,1551832.24,Verified,LOW,968-881-5515,cperry@example.org,CUST_1078,United Arab Emirates,KYC_7078,Expired,High Cash Activity,Investment,0.78,74.5,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,87.5,HIGH,60.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer,1,NORMAL,0.0765,60.0,60.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer
CUST_1079,ACC_5079,Shawn Allen,Savings,India,Chennai,2024-02-08,1806419.77,Pending,LOW,790.860.2629,dperez@example.net,CUST_1079,India,KYC_7079,Verified,No Risk Flag,Business Income,0.93,23.25,1.0,223691.83,223691.83,0.0,0.0,0.0,0.0,0.0,23.25,LOW,15.0,LOW,Customer AML score is high,1,NORMAL,0.0241,15.0,15.0,LOW,Customer AML score is high
CUST_1080,ACC_5080,Autumn Holland,NRI,UAE,Delhi,2026-04-14,2055875.29,Verified,HIGH,001-658-345-8308,sandra89@example.com,CUST_1080,United Arab Emirates,KYC_7080,Expired,Sanctions Watchlist Match,Cash Deposits,0.66,91.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,HIGH,60.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer source of funds is unclear or cash-heavy | Serious audit events found for this customer,1,NORMAL,0.0647,60.0,60.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer source of funds is unclear or cash-heavy | Serious audit events found for this customer
CUST_1081,ACC_5081,Rebecca Moses,Corporate,United States,Mumbai,08/11/2019,2698625.45,Pending,HIGH,9915632145,kellycruz@example.org,CUST_1081,United States,KYC_7081,Verified,Incomplete KYC,Inheritance,0.68,47.0,2.0,1265891.08,632945.54,2.0,0.0,0.0,4.0,1.0,72.0,MEDIUM,51.0,MEDIUM,Customer has AML/KYC risk flag: Incomplete KYC | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure,-1,ANOMALY,-0.0483,51.0,66.0,MEDIUM,Customer has AML/KYC risk flag: Incomplete KYC | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior
CUST_1082,ACC_5082,Megan Ortiz,NRI,United Kingdom,Hyderabad,10-19-2021,2797784.81,Incomplete,LOW,922.694.3504x6431,haydenrichard@example.com,CUST_1082,United Kingdom,KYC_7082,Under Review,Politically Exposed Person,Business Income,0.6,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,MEDIUM,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person",1,NORMAL,0.1425,35.0,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person"
CUST_1083,ACC_5083,Brandon Ortiz,Savings,India,Bengaluru,04-29-2021,4872935.38,Incomplete,LOW,(387)618-2156x1063,cmoore@example.org,CUST_1083,India,KYC_7083,Missing,No Risk Flag,Investment,0.78,44.5,2.0,925542.86,462771.43,1.0,1.0,0.0,1.0,0.0,54.5,MEDIUM,63.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer AML score is high | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0526,63.0,63.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer AML score is high | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure"
CUST_1084,ACC_5084,Amanda Moore,NRI,UAE,Delhi,2024-06-02,3607153.8,Incomplete,LOW,741.614.1486,leslienelson@example.com,CUST_1084,United Arab Emirates,KYC_7084,Under Review,Politically Exposed Person,Inheritance,0.82,60.5,1.0,234965.78,234965.78,0.0,0.0,0.0,1.0,0.0,60.5,MEDIUM,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer AML score is high",1,NORMAL,0.1355,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer AML score is high"
CUST_1085,ACC_5085,Stephen Tate,NRI,Singapore,Hyderabad,04/02/2020,431946.42,Expired,LOW,282.582.9416x37585,veronicareed@example.com,CUST_1085,Singapore,KYC_7085,Expired,Offshore Entity Link,Cash Deposits,0.06,76.5,2.0,758989.69,379494.845,2.0,1.0,1.0,1.0,1.0,100.0,HIGH,100.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure",1,NORMAL,0.017,100.0,100.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure"
CUST_1086,ACC_5086,Joseph Davies,Savings,India,Hyderabad,22/12/2025,3939867.93,Expired,MEDIUM,423.817.7385,dean41@example.net,CUST_1086,India,KYC_7086,Expired,No Risk Flag,Unknown,0.75,63.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,68.75,MEDIUM,65.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Serious audit events found for this customer",1,NORMAL,0.1262,65.0,65.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Serious audit events found for this customer"
CUST_1087,ACC_5087,Michael Lin,Corporate,Germany,Unknown,14/09/2022,1059324.47,Expired,HIGH,001-684-569-9543x191,katherinenguyen@example.com,CUST_1087,Germany,KYC_7087,Under Review,Incomplete KYC,Cash Deposits,0.42,70.5,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,75.5,HIGH,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer source of funds is unclear or cash-heavy | Serious audit events found for this customer",1,NORMAL,0.0901,55.0,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer source of funds is unclear or cash-heavy | Serious audit events found for this customer"
CUST_1088,ACC_5088,Andrew Raymond,Corporate,Germany,Pune,2022-03-31,2748024.81,Incomplete,LOW,001-815-725-0873x55406,stevenellis@example.net,CUST_1088,Germany,KYC_7088,Under Review,Politically Exposed Person,Business Income,0.56,54.0,2.0,660957.29,330478.645,1.0,1.0,1.0,0.0,0.0,72.0,MEDIUM,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure",1,NORMAL,0.089,58.0,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure"
CUST_1089,ACC_5089,Jaime Collier,NRI,Singapore,Bengaluru,01-19-2020,4890126.89,Incomplete,HIGH,(458)812-6211x14416,navarrojohn@example.org,CUST_1089,Singapore,KYC_7089,Missing,Sanctions Watchlist Match,Inheritance,0.62,70.5,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,83.5,HIGH,60.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer",1,NORMAL,0.0728,60.0,60.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer"
CUST_1090,ACC_5090,Ashley Moss,NRI,United States,Delhi,2022-12-08,1848633.67,Expired,HIGH,(282)521-3475x717,krausescott@example.org,CUST_1090,United States,KYC_7090,Verified,No Risk Flag,Cash Deposits,0.86,41.5,2.0,535157.64,267578.82,1.0,1.0,1.0,1.0,1.0,64.5,MEDIUM,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0663,73.0,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure"
CUST_1091,ACC_5091,Evan Stevens,Salary,United Kingdom,Pune,2022-03-12,4552261.81,Pending,LOW,+1-687-964-9370x96170,tcastillo@example.org,CUST_1091,United Kingdom,KYC_7091,Under Review,Politically Exposed Person,Unknown,0.21,65.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25,MEDIUM,35.0,LOW,Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy,1,NORMAL,0.1326,35.0,35.0,LOW,Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy
CUST_1092,ACC_5092,Jennifer Thomas,Current,Germany,Mumbai,12-31-2025,2167995.94,Incomplete,LOW,001-632-570-4793x12195,morrisshawn@example.net,CUST_1092,Germany,KYC_7092,Missing,Incomplete KYC,Inheritance,0.43,65.75,1.0,106544.42,106544.42,0.0,0.0,0.0,0.0,0.0,65.75,MEDIUM,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Incomplete KYC",1,NORMAL,0.1585,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Incomplete KYC"
CUST_1093,ACC_5093,Robert Long,NRI,UAE,Bengaluru,26/08/2023,3805419.72,Incomplete,HIGH,(657)917-5269,cannonaustin@example.com,CUST_1093,United Arab Emirates,KYC_7093,Under Review,No Risk Flag,Salary,0.37,19.25,1.0,180782.29,180782.29,0.0,0.0,0.0,2.0,1.0,24.25,LOW,20.0,LOW,"Customer KYC status is incomplete, missing, or expired | Serious audit events found for this customer",1,NORMAL,0.06,20.0,20.0,LOW,"Customer KYC status is incomplete, missing, or expired | Serious audit events found for this customer"
CUST_1094,ACC_5094,William Hester,Corporate,India,Kolkata,27/04/2026,3747955.0,Pending,HIGH,+1-643-291-0585x835,carrollheather@example.net,CUST_1094,India,KYC_7094,Missing,Offshore Entity Link,Business Income,0.73,73.25,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,81.25,HIGH,55.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer AML score is high | CRM notes contain suspicious customer behavior signals,1,NORMAL,0.1145,55.0,55.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer AML score is high | CRM notes contain suspicious customer behavior signals
CUST_1095,ACC_5095,Brianna Oneill,NRI,UAE,Chennai,2021-09-01,3679881.86,Pending,MEDIUM,965.858.6582,courtney12@example.org,CUST_1095,United Arab Emirates,KYC_7095,Missing,Sanctions Watchlist Match,Business Income,0.66,71.5,1.0,196852.29,196852.29,0.0,0.0,0.0,3.0,1.0,76.5,HIGH,40.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Serious audit events found for this customer,1,NORMAL,0.1219,40.0,40.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Serious audit events found for this customer
CUST_1096,ACC_5096,Alexander Miller,Savings,India,Kolkata,02-07-2021,3301365.54,Verified,LOW,530-915-1020x40106,monica25@example.org,CUST_1096,India,KYC_7096,Under Review,Unusual Beneficiary Pattern,Investment,0.72,58.0,1.0,163540.88,163540.88,0.0,1.0,1.0,3.0,3.0,81.0,HIGH,55.0,MEDIUM,Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer,1,NORMAL,0.0267,55.0,55.0,MEDIUM,Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer
CUST_1097,ACC_5097,Jennifer Frederick,Salary,United States,Kolkata,12-23-2021,1475050.23,Verified,MEDIUM,(788)230-9253,jesusescobar@example.com,CUST_1097,United States,KYC_7097,Under Review,Offshore Entity Link,Investment,0.36,49.0,2.0,280283.91,140141.955,0.0,0.0,0.0,2.0,2.0,59.0,MEDIUM,30.0,LOW,Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer,1,NORMAL,0.0939,30.0,30.0,LOW,Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer
CUST_1098,ACC_5098,Amanda Smith,Corporate,United States,Kolkata,04-26-2021,1973341.3,Incomplete,MEDIUM,960-789-3618x954,butlerstephanie@example.net,CUST_1098,United States,KYC_7098,Missing,Unusual Beneficiary Pattern,Salary,0.76,74.0,4.0,527407.36,131851.84,0.0,0.0,0.0,0.0,0.0,74.0,MEDIUM,75.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer AML score is high | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0771,75.0,75.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer AML score is high | Customer has high total SWIFT transfer exposure"
CUST_1099,ACC_5099,Briana Harris DDS,Savings,Singapore,Unknown,2021-05-05,2632164.35,Incomplete,MEDIUM,649.515.8726x214,daviesangela@example.com,CUST_1099,Singapore,KYC_7099,Missing,Incomplete KYC,Cash Deposits,0.14,78.5,6.0,1446603.27,241100.545,2.0,1.0,1.0,1.0,0.0,100.0,HIGH,96.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure",-1,ANOMALY,-0.0588,96.0,100.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior"
CUST_1100,ACC_5100,James White,Corporate,United States,Delhi,01-24-2025,3466298.47,Verified,LOW,471.311.2426,jonathanlynch@example.net,CUST_1100,United States,KYC_7100,Missing,Unusual Beneficiary Pattern,Business Income,0.22,60.5,2.0,211580.79,105790.395,1.0,0.0,0.0,1.0,1.0,75.5,HIGH,48.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer has transfers to high-risk countries | Serious audit events found for this customer,1,NORMAL,0.1194,48.0,48.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer has transfers to high-risk countries | Serious audit events found for this customer
CUST_1101,ACC_5101,Christopher Kelly,Savings,Germany,Hyderabad,09-04-2022,1302988.77,Verified,MEDIUM,9199944803,amanda74@example.org,CUST_1101,Germany,KYC_7101,Missing,Incomplete KYC,Investment,0.94,78.5,5.0,1347464.49,269492.898,1.0,0.0,0.0,0.0,0.0,88.5,HIGH,68.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer AML score is high | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure,-1,ANOMALY,-0.021,68.0,83.0,HIGH,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer AML score is high | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior
CUST_1102,ACC_5102,Rebecca Hill,Savings,Singapore,Mumbai,12-18-2021,2472337.04,Expired,LOW,482.474.9141x268,dawnjordan@example.com,CUST_1102,Singapore,KYC_7102,Expired,Sanctions Watchlist Match,Investment,0.4,65.0,3.0,891014.86,297004.9533333333,1.0,0.0,0.0,1.0,1.0,80.0,HIGH,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure",1,NORMAL,0.1001,73.0,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure"
CUST_1103,ACC_5103,Paula Hunter,Salary,United States,Bengaluru,2022-08-07,552612.11,Expired,MEDIUM,001-420-890-4790x25796,dalecox@example.org,CUST_1103,United States,KYC_7103,Verified,Politically Exposed Person,Inheritance,0.26,36.5,1.0,834996.89,834996.89,1.0,2.0,2.0,0.0,0.0,62.5,MEDIUM,63.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure",-1,ANOMALY,-0.056,63.0,78.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior"
CUST_1104,ACC_5104,Cameron Diaz,Current,Singapore,Kolkata,12/12/2025,4013454.19,Verified,HIGH,214.979.3181x81769,scottchavez@example.com,CUST_1104,Singapore,KYC_7104,Missing,High Cash Activity,Cash Deposits,0.88,97.0,2.0,219820.44,109910.22,0.0,0.0,0.0,4.0,3.0,100.0,HIGH,80.0,HIGH,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Serious audit events found for this customer,-1,ANOMALY,-0.0312,80.0,95.0,HIGH,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Serious audit events found for this customer | ML anomaly model detected unusual customer behavior
CUST_1105,ACC_5105,Jessica Barnes,Salary,United States,Unknown,2023-03-14,2228442.63,Pending,HIGH,201.352.6343x88935,devinchavez@example.net,CUST_1105,United States,KYC_7105,Missing,No Risk Flag,Cash Deposits,0.37,54.25,1.0,675195.29,675195.29,1.0,0.0,0.0,1.0,1.0,69.25,MEDIUM,53.0,MEDIUM,Customer compliance document is missing or expired | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure,1,NORMAL,0.0724,53.0,53.0,MEDIUM,Customer compliance document is missing or expired | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure
CUST_1106,ACC_5106,Thomas Butler,Savings,Singapore,Kolkata,10-25-2020,1593283.47,Incomplete,LOW,917.246.1851x48461,davispaula@example.com,CUST_1106,Singapore,KYC_7106,Missing,Sanctions Watchlist Match,Investment,0.59,69.75,2.0,200750.49,100375.245,0.0,0.0,0.0,1.0,1.0,74.75,MEDIUM,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Serious audit events found for this customer",1,NORMAL,0.1364,55.0,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Serious audit events found for this customer"
CUST_1107,ACC_5107,Jacqueline Murphy DDS,Savings,Germany,Kolkata,18/03/2022,2467650.4,Incomplete,HIGH,+1-759-393-9867x7989,annette90@example.com,CUST_1107,Germany,KYC_7107,Missing,Unusual Beneficiary Pattern,Business Income,0.68,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,MEDIUM,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern",1,NORMAL,0.1372,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern"
CUST_1108,ACC_5108,Joy Webb,Corporate,Germany,Mumbai,10-07-2022,4136858.89,Missing,LOW,7914866801,qdixon@example.net,CUST_1108,Germany,KYC_7108,Missing,Offshore Entity Link,Business Income,0.11,57.75,2.0,190283.79,95141.895,0.0,0.0,0.0,2.0,2.0,67.75,MEDIUM,60.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer",1,NORMAL,0.0923,60.0,60.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer"
CUST_1109,ACC_5109,Michael White,Corporate,Germany,Chennai,2021-02-17,2652589.81,Incomplete,MEDIUM,803-412-2583,ashleebrown@example.net,CUST_1109,Germany,KYC_7109,Missing,Politically Exposed Person,Business Income,0.47,66.75,1.0,182187.66,182187.66,1.0,0.0,0.0,1.0,0.0,76.75,HIGH,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries",1,NORMAL,0.1322,58.0,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries"
CUST_1110,ACC_5110,Tracy Lewis,Savings,Germany,Hyderabad,30/05/2024,1413057.6,Verified,LOW,2133970217,dwayne47@example.org,CUST_1110,Germany,KYC_7110,Under Review,High Cash Activity,Unknown,0.3,67.5,1.0,62067.84,62067.84,0.0,0.0,0.0,0.0,0.0,67.5,MEDIUM,35.0,LOW,Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy,1,NORMAL,0.149,35.0,35.0,LOW,Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy
CUST_1111,ACC_5111,David Lyons,Salary,United States,Delhi,26/09/2019,2058471.41,Incomplete,LOW,+1-410-728-3105,psmith@example.net,CUST_1111,United States,KYC_7111,Under Review,Sanctions Watchlist Match,Inheritance,0.47,51.75,1.0,688179.48,688179.48,1.0,0.0,0.0,0.0,0.0,61.75,MEDIUM,53.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0799,53.0,53.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure"
CUST_1112,ACC_5112,Sean Spencer,Corporate,India,Chennai,12/04/2026,1625215.81,Incomplete,MEDIUM,001-605-350-3796x1640,woodardtanya@example.net,CUST_1112,India,KYC_7112,Missing,Offshore Entity Link,Inheritance,0.87,76.75,1.0,184555.96,184555.96,0.0,0.0,0.0,0.0,0.0,76.75,HIGH,65.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer AML score is high",1,NORMAL,0.1263,65.0,65.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer AML score is high"
CUST_1113,ACC_5113,Erika Love,NRI,India,Delhi,20/11/2021,2881136.38,Pending,HIGH,(234)807-6382x48858,johnflores@example.com,CUST_1113,India,KYC_7113,Verified,Unusual Beneficiary Pattern,Investment,0.48,42.0,2.0,805987.3400000001,402993.67,1.0,0.0,0.0,1.0,1.0,57.0,MEDIUM,43.0,MEDIUM,Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure,1,NORMAL,0.089,43.0,43.0,MEDIUM,Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure
